### SHEET: Visión Macro 23S
 | MK × XABI — PLANIFICACIÓN HYROX VALENCIA · 23 SEMANAS · 11 MAY → 16 OCT 2026 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | MK: Sent 55kg · DL 75kg · BP 30kg   |   Xabi: Sent 60kg · DL 80kg · BP 90kg   |   Objetivo: sub 1:15 · Ritmo competición: ~5:30/km |  |  |  |  |  |  |  |  |  |  |  |  | 
 | S | Fecha | Fase | Días | RPE | Volumen | Intensidad | % RM | Objetivo / Notas | MK / Completadas | MK / RPE Medio | Xabi / Completadas | Xabi / RPE Medio | Observaciones reales
 | 1 | 11 may | Introductorio | 4 | 7 | Alto | Baja | 55% | Construir base — técnica + Z2 + primera toma series | 1/4 | — | 0/4 | — | MK: solo D1 Fuerza (fiebre resto semana). Xabi: 0 sesiones.
 | 2 | 18 may | Introductorio | 4 | 7 | Alto | Baja | 60% | Economizar carrera — +5% carga · +1 serie pista | 2/4 | 6.5 | 2/4 | 6 | D1+D2 no realizados. HYROX técnico sin trineo (3 vueltas). Series carrera: primera vez, bien. MK: salida rápida (4:10/km), caída S4, recuperación. Xabi: arranque excesivo (3:35/km), mejorar respiración y pacing.
 | 3 | 25 may | Base aeróbica | 4 | 7 | Alto | Baja | 60% | Controlar fatiga — primer HYROX técnico juntos |  |  |  |  | 
 | 4 | 01 jun | Base aeróbica | 4 | 7 | Alto | Media | 65% | Primera transferencia — correr + estaciones |  |  |  |  | 
 | 5 | 08 jun | Base aeróbica | 4 | 8 | Med-Alt | Media | 70% | Subir umbral — 400m más rápidos |  |  |  |  | 
 | 6 | 15 jun | Base aeróbica | 4 | 8 | Medio | Med-Alt | 75% | Tolerancia trineo — pasos cortos + respiración |  |  |  |  | 
 | 7 | 22 jun | Base aeróbica | 4 | 8 | Medio | Media | 75% | Lunges y burpees eficientes — proteger cuáds |  |  |  |  | 
 | 8 | 29 jun | Descarga | 4 | 6 | Bajo | Baja | 65% | Mini-descarga — consolidar sin fatiga acumulada |  |  |  |  | 
 | 9 | 06 jul | Umbral | 5 | 8 | Medio | Alta | 80-85% | Ritmo objetivo — primeras series a ritmo HYROX |  |  |  |  | 
 | 10 | 13 jul | Umbral | 5 | 8 | Medio | Alta | 80% | Sincronía en pareja — quién marca el paso |  |  |  |  | 
 | 11 | 20 jul | Umbral | 5 | 8 | Alt-Med | Alta | 75% | Simulacro 80% — probar estrategia sin romperse |  |  |  |  | 
 | 12 | 27 jul | Descarga | 5 | 6 | Bajo | Media | 65% | Supercompensación — bajo volumen, alto rendimiento |  |  |  |  | 
 | 13 | 03 ago | Realización | 6 | 8 | Alto | Alta | 80% | Primer bloque 6 días — fuerza + específico HYROX |  |  |  |  | 
 | 14 | 10 ago | Realización | 6 | 8 | Alto | Alta | 82% | Resistencia específica — simulacros crecientes |  |  |  |  | 
 | 15 | 17 ago | Realización | 6 | 9 | Med-Alt | Muy alta | 85% | Potencia + velocidad — picos de ritmo |  |  |  |  | 
 | 16 | 24 ago | Realización | 6 | 8 | Medio | Alta | 80% | Simulacro 90% — validar tiempo objetivo |  |  |  |  | 
 | 17 | 31 ago | Descarga | 6 | 6 | Bajo | Media | 65% | Descarga activa — mantener forma, bajar fatiga |  |  |  |  | 
 | 18 | 07 sep | Competitivo | 6 | 8 | Medio | Alta | 82% | Ritmo de competición — solidificar el pacing |  |  |  |  | 
 | 19 | 14 sep | Competitivo | 6 | 9 | Med-Alt | Muy alta | 85% | Pico de forma — simulacro completo al 100% |  |  |  |  | 
 | 20 | 21 sep | Competitivo | 6 | 8 | Medio | Alta | 80% | Ajuste fino — correcciones técnicas finales |  |  |  |  | 
 | 21 | 28 sep | Taper | 5 | 7 | Bajo | Alta | 75% | Inicio taper — reducir volumen, mantener intensidad |  |  |  |  | 
 | 22 | 05 oct | Taper | 4 | 6 | Muy bajo | Media | 60% | Taper profundo — activación sin fatiga |  |  |  |  | 
 | 23 | 12 oct | Competición | COMP | 10 | — | MAX | — | 🏁 VALENCIA — 16 octubre |  |  |  |  | 

### SHEET: MK — Plan Completo
 | MK — HYROX VALENCIA · PLAN COMPLETO 23 SEMANAS |  |  |  |  |  |  |  | 
 | Viernes | HYROX Base + Ritmo (gym, juntos) | CAL: 8' remo + movilidad + 10 WB /  / 1 ronda completa (sin cronómetro, foco fluidez): / 800m Run → 1000m Row → 30 Lunges / → 20 Burpees lentos → 50 WB en bloques de 10 / WB 6kg | — | ~60' | 7 |  |  | 
 | Sábado | Series mixtas | CAL: 10' trote + técnica + 3×100m prog. /  / 6×500m ritmo estable / Rec: 90–120'' caminando / 5:00–5:16/km | 90–120'' | ~55' | 7 |  |  | 
 | S4  ·  01 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 7  ·  Primera transferencia — correr + estaciones |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Primera Transferencia | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @65% → 35kg / PM 4×4 @65% → 50kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 7 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / 6:00–6:30/km | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda fluida: / 800m Run → 1000m Ski → 20m Push → 20m Pull / → 1000m Row → 30 Lunges → 40 Burpees lentos → 50 WB / WB 6kg | 60–90'' entre rondas | ~60' | 7 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 3×1000m ritmo estable / Rec: 2' / 5:10–5:30/km | 2' | ~55' | 7 |  |  | 
 | S5  ·  08 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Subir umbral — 400m más rápidos |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Subir Umbral | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @70% → 37.5kg / PM 4×4 @75% → 55kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / 6:00–6:30/km | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 3 rondas: / 800m Run → 1000m Ski → 25 WB / → 20m Push → 20m Pull → 800m Row → 30 Lunges → 30 Burpees / WB 6kg | 60–90'' entre rondas | ~60' | 7 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 8×400m ritmo estable / Rec: 60–90'' / 2:02–2:06/400m | 60–90'' | ~55' | 7 |  |  | 
 | S6  ·  15 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Tolerancia trineo — pasos cortos + respiración |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Tolerancia Trineo | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @75% → 40kg / PM 4×4 @80% → 60kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 55–65 min / 6:10–6:40/km | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda: / 600m Run → 1000m Row → 20 WB → 20m Push / → 20m Pull → 20 Burpees → 30 Lunges → 600m Run / WB 6kg | 60–90'' entre rondas | ~60' | 8 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 4×800m ritmo estable / Rec: 2' / 4:00–4:12/800m | 2' | ~55' | 7 |  |  | 
 | S7  ·  22 jun  ·  BASE AERÓBICA  ·  4 DÍAS  ·  RPE 8  ·  Lunges y burpees eficientes — proteger cuáds |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Lunges Eficientes | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @75% → 40kg / PM 4×4 @75% → 55kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 9 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 50–55 min / 6:10–6:40/km | — | ~{'65' if s<7 else '55'}' | 7 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda: / 800m Run → 1000m Ski → 40 Lunges / → 20 Burpees → 40 WB en bloques de 10 / WB 6kg | 60–90'' entre rondas | ~60' | 8 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 6×500m ritmo estable / Rec: 90–120'' / 2:30–2:38/500m | 90–120'' | ~55' | 7 |  |  | 
 | S8  ·  29 jun  ·  DESCARGA  ·  4 DÍAS  ·  RPE 6  ·  Mini-descarga — consolidar sin fatiga acumulada |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Miércoles | Fuerza + Trineo — Mini-Descarga | CAL: 5' Assault + movilidad + 2r activación /  / Sentadilla 4×5 @65% → 35kg / PM 4×4 @65% → 50kg / Trineo Push + Pull 4×20m / Core 3×30'' | 60–90'' | ~60' | 6 |  |  | 
 | Jueves | Carrera Z2 | CAL: 5' movilidad + 5' trote /  / Carrera continua 50–55 min / 6:10–6:40/km | — | ~{'65' if s<7 else '55'}' | 6 |  |  | 
 | Viernes | HYROX Específico (gym, juntos) | CAL: 8' ski/remo suave + movilidad /  / 1 ronda suave (técnica pura): / 800m Run → 1000m Ski → 20m Push → 20m Pull / → 1000m Row → 30 Lunges → 30 Burpees → 50 WB / WB 6kg | 60–90'' entre rondas | ~60' | 6 |  |  | 
 | Sábado | Series carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 3×1000m ritmo estable / Rec: 2' / 5:10–5:30/km | 2' | ~55' | 6 |  |  | 
 | S9  ·  06 jul  ·  UMBRAL  ·  5 DÍAS  ·  RPE 8  ·  Ritmo objetivo — primeras series a ritmo HYROX |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base (5º día) | CAL: 5' movilidad + trote suave /  / Carrera Z2 fácil 35–40 min / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Miércoles | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @85% → 47.5kg / PM 5×3 @85% → 65kg / Bench 4×4 @80% → 25kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 + técnica | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 50–60 min con técnica de pasos / 6:00–6:30/km | — | ~60' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo: carrera + movilidad /  / SIMULACRO PARCIAL 70%: / 1000m Run → 1000m Ski → 25m Push → 25m Pull / → 60m Burpee BBJ → 1000m Row → 200m Farmer → 50m Lunges → 50 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Series / Carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 5×1000m / 5:45–6:10/km | 90''–2' | ~55–60' | 7 |  |  | 
 | S10  ·  13 jul  ·  UMBRAL  ·  5 DÍAS  ·  RPE 8  ·  Sincronía en pareja — quién marca el paso |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base (5º día) | CAL: 5' movilidad + trote suave /  / Carrera Z2 fácil 35–40 min / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Miércoles | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @80% → 45kg / PM 5×3 @80% → 60kg / Bench 4×4 @75% → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 + técnica | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 50–60 min con técnica de pasos / 6:00–6:30/km | — | ~60' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo: carrera + movilidad /  / HYROX completo al 70% velocidad (50/50): / 1000m Run → 1000m Ski → 50m Push → 50m Pull / → 80m BBJ → 1000m Row → 200m Farmer → 80m Lunges → 80 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Series / Carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 5×1000m / 5:45–6:10/km | 90''–2' | ~55–60' | 7 |  |  | 
 | S11  ·  20 jul  ·  UMBRAL  ·  5 DÍAS  ·  RPE 8  ·  Simulacro 80% — probar estrategia sin romperse |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base (5º día) | CAL: 5' movilidad + trote suave /  / Carrera Z2 fácil 35–40 min / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Miércoles | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @70% → 37.5kg / PM 5×3 @70% → 52.5kg / Bench 4×4 @64% → 20kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Jueves | Carrera Z2 + técnica | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 50–60 min con técnica de pasos / 6:00–6:30/km | — | ~60' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo: carrera + movilidad /  / HYROX suave fluidez: / 500m Ski → 500m Row → 20 WB → 20 Lunges → 20m Push → 20m Pull → 500m Run / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Series / Carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 6×500m / 5:45–6:10/km | 90''–2' | ~55–60' | 7 |  |  | 
 | S12  ·  27 jul  ·  DESCARGA  ·  5 DÍAS  ·  RPE 6  ·  Supercompensación — bajo volumen, alto rendimiento |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base (5º día) | CAL: 5' movilidad + trote suave /  / Carrera Z2 fácil 35–40 min / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Miércoles | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @65% → 35kg / PM 5×3 @65% → 50kg / Bench 4×4 @60% → 17.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 5 |  |  | 
 | Jueves | Carrera Z2 + técnica | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 50–60 min con técnica de pasos / 6:00–6:30/km | — | ~60' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo: carrera + movilidad /  / HYROX reducido fluido: / 750m Ski → 15 WB → 500m Run → 20m Push → 20m Pull → 750m Row → 30 Lunges → 40 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 6 |  |  | 
 | Sábado | Series / Carrera | CAL: 10' trote + técnica + 3×100m prog. /  / 6–8km Z2 / 5:45–6:10/km | 90''–2' | ~55–60' | 6 |  |  | 
 | S13  ·  03 ago  ·  REALIZACIÓN  ·  6 DÍAS  ·  RPE 8  ·  Primer bloque 6 días — fuerza + específico HYROX |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @80% → 45kg / PM 5×3 @80% → 60kg / Bench 4×4 → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX técnico 70%: / 1000m Run → 1000m Ski → 50m Push → 50m Pull → 80m BBJ → 1000m Row → 200m Farmer → 100m Lunges → 100 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S14  ·  10 ago  ·  REALIZACIÓN  ·  6 DÍAS  ·  RPE 8  ·  Resistencia específica — simulacros crecientes |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @82% → 45kg / PM 5×3 @82% → 62.5kg / Bench 4×4 → 22.5kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 8 |  |  | 
 | Miércoles | Carrera técnica / Intervalos | CAL: 10' trote + técnica + 3×100m prog. /  / Tempo/Intervalos: 6×400m @ 5:15–5:30/km / 2:02–2:05/400m / Rec: 60–90'' | 60–90'' | ~55' | 7 |  |  | 
 | Jueves | Z2 / Recuperación | CAL: 5' movilidad + 5' trote suave /  / Carrera continua 45–55 min / 6:00–6:20/km | — | ~55' | 6 |  |  | 
 | Viernes | HYROX Específico | CAL: 10' progresivo completo /  / HYROX completo 80%: / 1000m Run → 1000m Ski → 50m Push → 50m Pull → 80m BBJ → 1000m Row → 200m Farmer → 100m Lunges → 100 WB / WB 6kg | 60–90'' entre estaciones | ~60' | 8 |  |  | 
 | Sábado | Carrera larga / Simulacro | CAL: 5' movilidad + 5' trote suave /  / Carrera Z2 larga 60–70 min / 6:00–6:30/km / S16/S19: simulacro completo reemplaza esto | — | ~60–70' | 6 |  |  | 
 | S15  ·  17 ago  ·  REALIZACIÓN  ·  6 DÍAS  ·  RPE 9  ·  Potencia + velocidad — picos de ritmo |  |  |  |  |  |  |  | 
 | Día | Sesión | Contenido | Descanso | Duración | RPE |  |  | 
 | Lunes | Aeróbico base / Recuperación activa | CAL: 5' movilidad /  / Carrera Z2 fácil 35–45 min o bici suave 45' / 6:10–6:40/km | — | ~45' | 6 |  |  | 
 | Martes | Fuerza + Trineo | CAL: 5' bike + movilidad + 2r activación /  / Sentadilla 5×3 @85% → 47.5kg / PM 5×3 @85% → 65kg / Bench 4×4 → 25kg / Trineo Push+Pull 6×20m / Core 3×40'' | 90'' | ~60' | 9 |  |  | 
